ENSG00000147443.11	DOK2
ENSG00000186594.11	MIR22HG
ENSG00000275385.1	CCL18
ENSG00000237499.5	WAKMAR2
ENSG00000143469.15	SYT14
ENSG00000105664.9	COMP
ENSG00000118473.20	SGIP1
ENSG00000204642.12	HLA-F
ENSG00000234432.4	AC092171.3
ENSG00000089472.15	HEPH
ENSG00000186792.14	HYAL3
ENSG00000234917.2	AC098484.2
ENSG00000244482.8	LILRA6
ENSG00000169925.15	BRD3
ENSG00000253545.1	IGHV3-52
ENSG00000129988.5	LBP
ENSG00000179943.7	FIZ1
ENSG00000162664.15	ZNF326
ENSG00000276231.3	PIK3R6
ENSG00000224020.1	MIR181A2HG
ENSG00000178531.5	CTXN1
ENSG00000185418.14	TARS3
ENSG00000162631.17	NTNG1
ENSG00000162722.8	TRIM58
ENSG00000184992.10	BRI3BP
ENSG00000247708.6	STX18-AS1
ENSG00000280869.1	AL391994.1
ENSG00000230747.1	AC021188.1
ENSG00000169252.5	ADRB2
ENSG00000275835.3	TUBGCP5
ENSG00000175611.10	LINC00476
ENSG00000145029.10	NICN1
ENSG00000266094.5	RASSF5
ENSG00000178922.15	HYI
ENSG00000241106.5	HLA-DOB
ENSG00000207834.1	AC244250.2
ENSG00000165138.15	ANKS6
ENSG00000227199.1	ST7-AS1
ENSG00000100342.19	APOL1
ENSG00000214087.7	ARL16
ENSG00000237838.1	AC092422.1
ENSG00000146729.8	NIPSNAP2
ENSG00000266904.4	LINC00663
ENSG00000167964.11	RAB26
ENSG00000271447.4	MMP28
ENSG00000196460.11	RFX8
ENSG00000165684.3	SNAPC4
ENSG00000081377.15	CDC14B
ENSG00000275004.2	ZNF280B
ENSG00000160323.17	ADAMTS13
ENSG00000257924.1	LINC02416
ENSG00000082458.10	DLG3
ENSG00000183111.10	ARHGEF37
ENSG00000145936.7	KCNMB1
ENSG00000227953.5	LINC01341
ENSG00000171522.5	PTGER4
ENSG00000011523.12	CEP68
ENSG00000110848.7	CD69
ENSG00000162551.12	ALPL
ENSG00000148180.15	GSN
ENSG00000211958.2	IGHV3-38
ENSG00000067113.15	PLPP1
ENSG00000167460.13	TPM4
ENSG00000281599.1	AC023283.1
ENSG00000264247.1	LINC00909
ENSG00000163864.13	NMNAT3
ENSG00000134253.8	TRIM45
ENSG00000178201.4	VN1R1
ENSG00000105141.5	CASP14
ENSG00000166928.9	MS4A14
ENSG00000172901.18	LVRN
ENSG00000207263.1	SNORD116-16
ENSG00000158485.9	CD1B
ENSG00000121898.11	CPXM2
ENSG00000267751.4	AC009005.1
ENSG00000277632.1	CCL3
ENSG00000233818.1	AP000695.2
ENSG00000235020.3	AL390783.1
ENSG00000086696.9	HSD17B2
ENSG00000250461.1	AC122718.1
ENSG00000143369.13	ECM1
ENSG00000280316.1	AL365181.2
ENSG00000254802.1	AC022182.2
ENSG00000261269.1	AC093278.2
ENSG00000112299.7	VNN1
ENSG00000065534.17	MYLK
ENSG00000103496.13	STX4
ENSG00000164038.13	SLC9B2
ENSG00000276012.1	AL160153.1
ENSG00000105609.15	LILRB5
ENSG00000263956.4	NBPF11
ENSG00000132680.9	KHDC4
ENSG00000232774.6	AL355916.1
ENSG00000150782.10	IL18
ENSG00000169762.15	TAPT1
ENSG00000156140.7	ADAMTS3
ENSG00000213888.3	LINC01521
ENSG00000189060.5	H1-0
ENSG00000178665.13	ZNF713
ENSG00000005882.10	PDK2
ENSG00000146281.5	PM20D2
ENSG00000003400.13	CASP10
ENSG00000169016.15	E2F6
ENSG00000279396.1	AC130469.1
ENSG00000125375.13	DMAC2L
ENSG00000130382.8	MLLT1
ENSG00000246877.1	DNM1P35
ENSG00000211777.2	TRAV3
ENSG00000186666.5	BCDIN3D
ENSG00000119431.8	HDHD3
ENSG00000223446.1	AL451065.1
ENSG00000143727.14	ACP1
ENSG00000157212.17	PAXIP1
ENSG00000168781.20	PPIP5K1
ENSG00000076248.9	UNG
ENSG00000164691.15	TAGAP
ENSG00000227882.1	THAP12P6
ENSG00000163993.6	S100P
ENSG00000107295.9	SH3GL2
ENSG00000143612.17	C1orf43
ENSG00000084070.10	SMAP2
ENSG00000136866.12	ZFP37
ENSG00000140527.13	WDR93
ENSG00000188452.12	CERKL
ENSG00000121904.16	CSMD2
ENSG00000235587.2	GAPDHP65
ENSG00000147894.13	C9orf72
ENSG00000094914.11	AAAS
ENSG00000263860.1	AC011840.3
ENSG00000204576.10	PRR3
ENSG00000260750.4	AC092720.1
ENSG00000139613.10	SMARCC2
ENSG00000228409.4	CCT6P1
ENSG00000160352.14	ZNF714
ENSG00000131831.16	RAI2
ENSG00000237004.3	ZNRF2P1
ENSG00000235823.1	OLMALINC
ENSG00000224738.1	AC099850.1
ENSG00000168517.9	HEXIM2
ENSG00000125735.9	TNFSF14
ENSG00000116128.8	BCL9
ENSG00000231822.1	SMC3P1
ENSG00000174004.5	NRROS
ENSG00000261839.1	AL358933.1
ENSG00000007944.13	MYLIP
ENSG00000106991.12	ENG
ENSG00000224843.5	LINC00240
ENSG00000172273.11	HINFP
ENSG00000182173.11	TSEN54
ENSG00000143603.17	KCNN3
ENSG00000267429.1	AC006116.6
ENSG00000110880.9	CORO1C
ENSG00000135709.11	KIAA0513
ENSG00000112195.8	TREML2
ENSG00000183386.8	FHL3
ENSG00000130598.14	TNNI2
ENSG00000180035.9	ZNF48
ENSG00000124164.14	VAPB
ENSG00000225108.1	ZBTB45P1
ENSG00000138964.15	PARVG
ENSG00000260131.1	LINC00556
ENSG00000095066.10	HOOK2
ENSG00000198523.5	PLN
ENSG00000181722.14	ZBTB20
ENSG00000144677.13	CTDSPL
ENSG00000237461.1	AL359710.1
ENSG00000167210.15	LOXHD1
ENSG00000204776.6	IGKV1OR-3
ENSG00000257221.1	AC007569.1
ENSG00000178836.6	AC114812.1
ENSG00000131507.10	NDFIP1
ENSG00000269814.1	AC008403.3
ENSG00000149474.12	KAT14
ENSG00000111196.8	MAGOHB
ENSG00000234428.2	AC023051.1
ENSG00000258052.1	AC025263.2
ENSG00000164733.19	CTSB
ENSG00000198276.12	UCKL1
ENSG00000281131.1	SCHLAP1
ENSG00000186998.14	EMID1
ENSG00000264705.1	AC090337.1
ENSG00000174705.10	SH3PXD2B
ENSG00000166823.5	MESP1
ENSG00000185163.8	DDX51
ENSG00000102225.14	CDK16
ENSG00000255462.1	AC104031.1
ENSG00000221953.5	C1orf229
ENSG00000244041.6	LINC01011
ENSG00000184857.7	TMEM186
ENSG00000134757.4	DSG3
ENSG00000226124.5	FTCDNL1
ENSG00000176046.8	NUPR1
ENSG00000240505.7	TNFRSF13B
ENSG00000135048.12	CEMIP2
ENSG00000196549.9	MME
ENSG00000180385.7	EMC3-AS1
ENSG00000265912.1	AC037487.1
ENSG00000211795.3	TRAV8-6
ENSG00000139880.18	CDH24
ENSG00000270062.1	AL606834.2
ENSG00000228649.7	SNHG26
ENSG00000253477.4	AC012213.1
ENSG00000170558.7	CDH2
ENSG00000130193.7	THEM6
ENSG00000174600.12	CMKLR1
ENSG00000171097.12	KYAT1
ENSG00000257336.1	PRELID2P1
ENSG00000270800.1	RPS10-NUDT3
ENSG00000261663.1	AC009065.8
ENSG00000165476.11	REEP3
ENSG00000133706.16	LARS1
ENSG00000267309.1	AC092295.2
ENSG00000234147.1	AL035446.1
ENSG00000272853.1	AC069544.1
ENSG00000185986.11	SDHAP3
ENSG00000182272.10	B4GALNT4
ENSG00000107957.15	SH3PXD2A
ENSG00000115607.8	IL18RAP
ENSG00000205746.8	PKD1P4
ENSG00000231298.5	MANCR
ENSG00000108666.8	C17orf75
ENSG00000197520.9	FAM177B
ENSG00000136573.11	BLK
ENSG00000171953.14	ATPAF2
ENSG00000106077.17	ABHD11
ENSG00000111275.11	ALDH2
ENSG00000271380.1	AL451085.2
ENSG00000267565.1	AC011477.2
ENSG00000178301.3	AQP11
ENSG00000204536.12	CCHCR1
ENSG00000141448.7	GATA6
ENSG00000272735.1	AC007881.3
ENSG00000272209.1	AL023583.1
ENSG00000143224.16	PPOX
ENSG00000272476.1	AL024507.2
ENSG00000135052.15	GOLM1
ENSG00000091592.14	NLRP1
ENSG00000173875.12	ZNF791
ENSG00000257218.4	GATC
ENSG00000076864.18	RAP1GAP
ENSG00000156976.13	EIF4A2
ENSG00000118298.9	CA14
ENSG00000129351.16	ILF3
ENSG00000122188.11	LAX1
ENSG00000187164.16	SHTN1
ENSG00000197182.11	MIRLET7BHG
ENSG00000262526.2	AC120057.2
ENSG00000260588.1	AC027702.1
ENSG00000008853.15	RHOBTB2
ENSG00000167904.13	TMEM68
ENSG00000263214.1	ZNF205-AS1
ENSG00000203747.8	FCGR3A
ENSG00000237164.1	SLC25A15P2
ENSG00000227908.3	FLJ31104
ENSG00000259490.2	IGHV3OR15-7
ENSG00000170379.18	TCAF2
ENSG00000246596.5	AC139795.1
ENSG00000245614.3	DDX11-AS1
ENSG00000152495.9	CAMK4
ENSG00000242242.4	NECTIN3-AS1
ENSG00000104723.19	TUSC3
ENSG00000103044.9	HAS3
ENSG00000115042.8	FAHD2A
ENSG00000257660.4	ADCY6-DT
ENSG00000198681.6	MAGEA1
ENSG00000163832.14	ELP6
ENSG00000105072.7	C19orf44
ENSG00000256566.1	AL049650.1
ENSG00000255325.2	AC108136.1
ENSG00000152804.9	HHEX
ENSG00000231574.4	LINC02015
ENSG00000235768.1	BRD7P5
ENSG00000148468.15	FAM171A1
ENSG00000175322.10	ZNF519
ENSG00000231613.1	AC099568.1
ENSG00000203965.11	EFCAB7
ENSG00000254876.4	SUGT1P4-STRA6LP
ENSG00000100605.15	ITPK1
ENSG00000102468.9	HTR2A
ENSG00000251733.1	SCARNA8
ENSG00000253239.1	IGLVI-70
ENSG00000112619.7	PRPH2
ENSG00000199240.1	RNA5SP46
ENSG00000133020.4	MYH8
ENSG00000243264.2	IGKV2D-29
ENSG00000261186.2	AC093642.2
ENSG00000116032.5	GRIN3B
ENSG00000204659.4	CBY3
ENSG00000205707.9	ETFRF1
ENSG00000182362.12	YBEY
ENSG00000211689.5	TRGC1
ENSG00000125384.6	PTGER2
ENSG00000211946.3	IGHV3-20
ENSG00000221163.1	AL138963.1
ENSG00000165606.7	DRGX
ENSG00000070610.13	GBA2
ENSG00000211625.2	IGKV3D-20
ENSG00000276980.1	AC008760.2
ENSG00000184163.3	C1QTNF12
ENSG00000264666.1	AC020558.1
ENSG00000185201.15	IFITM2
ENSG00000186407.6	CD300E
ENSG00000199407.1	RNA5SP301
ENSG00000158869.9	FCER1G
ENSG00000280927.1	CTBP1-AS
ENSG00000198917.10	SPOUT1
ENSG00000185130.5	H2BC13
ENSG00000242258.1	LINC00996
ENSG00000235618.6	FAM21EP
ENSG00000266378.1	AC005224.2
ENSG00000211962.2	IGHV1-46
ENSG00000136932.12	TRMO
ENSG00000231528.2	FAM225A
ENSG00000126351.11	THRA
ENSG00000225937.1	PCA3
ENSG00000226147.1	TUBBP10
ENSG00000235576.1	LINC01871
ENSG00000274092.1	AC106739.1
ENSG00000135604.9	STX11
ENSG00000170871.10	KIAA0232
ENSG00000267454.4	ZNF582-AS1
ENSG00000112294.11	ALDH5A1
ENSG00000148123.13	PLPPR1
ENSG00000163565.17	IFI16
ENSG00000137944.15	KYAT3
ENSG00000066557.5	LRRC40
ENSG00000279561.1	AL845472.1
ENSG00000231549.1	ATP5MDP1
ENSG00000180011.6	ZADH2
ENSG00000197253.12	TPSB2
ENSG00000101161.7	PRPF6
ENSG00000185946.14	RNPC3
ENSG00000103490.13	PYCARD
ENSG00000121289.16	CEP89
ENSG00000106483.10	SFRP4
ENSG00000152953.11	STK32B
ENSG00000134748.12	PRPF38A
ENSG00000187123.13	LYPD6
ENSG00000255135.3	AP002360.1
ENSG00000149050.8	ZNF214
ENSG00000153485.5	TMEM251
ENSG00000196357.10	ZNF565
ENSG00000272267.2	AC021242.3
ENSG00000146267.11	FAXC
ENSG00000237265.4	BX276092.7
ENSG00000130600.14	H19
ENSG00000164169.11	PRMT9
ENSG00000278661.1	TRAJ37
ENSG00000163563.7	MNDA
ENSG00000130427.2	EPO
ENSG00000234215.2	CT66
ENSG00000250959.2	GLUD1P3
ENSG00000058404.18	CAMK2B
ENSG00000185596.15	WASH3P
ENSG00000182487.11	NCF1B
ENSG00000267811.1	AP001160.2
ENSG00000176444.17	CLK2
ENSG00000239881.1	RPS27P25
ENSG00000145022.4	TCTA
ENSG00000205664.9	BX890604.1
ENSG00000163125.14	RPRD2
ENSG00000162913.9	OBSCN-AS1
ENSG00000066382.15	MPPED2
ENSG00000228160.1	AL158069.1
ENSG00000267080.4	ASB16-AS1
ENSG00000232995.6	RGS5
ENSG00000273038.2	AL365203.2
ENSG00000189269.11	DRICH1
ENSG00000211633.3	IGKV1D-42
ENSG00000137331.11	IER3
ENSG00000261441.1	AC124068.2
ENSG00000228653.2	HNRNPCP7
ENSG00000064489.20	BORCS8-MEF2B
ENSG00000255850.1	RXYLT1-AS1
ENSG00000142065.12	ZFP14
ENSG00000105705.14	SUGP1
ENSG00000122970.14	IFT81
ENSG00000124196.5	GTSF1L
ENSG00000172020.11	GAP43
ENSG00000249948.5	GBA3
ENSG00000149591.15	TAGLN
ENSG00000251501.1	AC114774.1
ENSG00000158710.13	TAGLN2
ENSG00000206538.6	VGLL3
ENSG00000148384.11	INPP5E
ENSG00000227256.1	MIS18A-AS1
ENSG00000125843.9	AP5S1
ENSG00000115604.9	IL18R1
ENSG00000165055.14	METTL2B
ENSG00000147408.13	CSGALNACT1
ENSG00000182118.5	FAM89A
ENSG00000139323.12	POC1B
ENSG00000251279.1	SMIM15-AS1
ENSG00000140395.7	WDR61
ENSG00000168826.14	ZBTB49
ENSG00000112379.8	ARFGEF3
ENSG00000131015.4	ULBP2
ENSG00000204677.9	FAM153CP
ENSG00000267677.1	AC016229.2
ENSG00000181350.10	LRRC75A
ENSG00000250274.1	AC034199.1
ENSG00000196092.11	PAX5
ENSG00000226310.1	AL022157.1
ENSG00000136541.13	ERMN
ENSG00000243063.1	IGKV3-7
ENSG00000158164.6	TMSB15A
ENSG00000176894.8	PXMP2
ENSG00000233223.2	AC016876.1
ENSG00000111785.17	RIC8B
ENSG00000233985.1	LINC01681
ENSG00000211592.5	IGKC
ENSG00000205758.10	CRYZL1
ENSG00000155256.16	ZFYVE27
ENSG00000166508.16	MCM7
ENSG00000256742.1	KDM2B-DT
ENSG00000236411.1	NDUFAF4P3
ENSG00000144021.2	CIAO1
ENSG00000267135.2	AD000091.1
ENSG00000225614.2	ZNF469
ENSG00000225975.5	LINC01534
ENSG00000113161.14	HMGCR
ENSG00000197375.11	SLC22A5
ENSG00000226629.1	LINC00974
ENSG00000152078.8	TLCD4
ENSG00000159714.9	ZDHHC1
ENSG00000131051.19	RBM39
ENSG00000257718.1	CPNE8-AS1
ENSG00000172965.13	MIR4435-2HG
ENSG00000233858.4	LINC02599
ENSG00000279275.1	AP002505.2
ENSG00000180549.7	FUT7
ENSG00000272885.1	AC092574.1
ENSG00000170270.4	GON7
ENSG00000155465.17	SLC7A7
ENSG00000035720.6	STAP1
ENSG00000146192.13	FGD2
ENSG00000104375.14	STK3
ENSG00000134996.11	OSTF1
ENSG00000102024.16	PLS3
ENSG00000135519.6	KCNH3
ENSG00000253604.1	AC131254.2
ENSG00000080007.7	DDX43
ENSG00000103316.9	CRYM
ENSG00000068885.13	IFT80
ENSG00000262484.1	CCER2
ENSG00000270160.1	RP11-264E20.2
ENSG00000263639.4	MSMB
ENSG00000143126.7	CELSR2
ENSG00000151743.9	AMN1
ENSG00000152969.15	JAKMIP1
ENSG00000196267.11	ZNF836
ENSG00000146083.10	RNF44
ENSG00000104760.15	FGL1
ENSG00000211892.3	IGHG4
ENSG00000150510.14	FAM124A
ENSG00000257017.7	HP
ENSG00000196353.10	CPNE4
ENSG00000196358.9	NTNG2
ENSG00000239839.4	DEFA3
ENSG00000157554.17	ERG
ENSG00000085998.12	POMGNT1
ENSG00000267013.4	LINC01929
ENSG00000177879.13	AP3S1
ENSG00000180458.2	AC022148.1
ENSG00000280366.1	AL161782.1
ENSG00000070808.14	CAMK2A
ENSG00000272812.1	AC004908.2
ENSG00000113812.12	ACTR8
ENSG00000197444.8	OGDHL
ENSG00000137210.12	TMEM14B
ENSG00000146233.6	CYP39A1
ENSG00000126759.11	CFP
ENSG00000223254.1	Y_RNA
ENSG00000275437.1	AL121832.3
ENSG00000256980.4	KHDC1L
ENSG00000211786.3	TRAV8-2
ENSG00000214248.2	AC010336.1
ENSG00000198673.9	TAFA2
ENSG00000130414.10	NDUFA10
ENSG00000272721.4	AC131235.2
ENSG00000095397.12	WHRN
ENSG00000105989.7	WNT2
ENSG00000161202.16	DVL3
ENSG00000116260.15	QSOX1
ENSG00000160193.10	WDR4
ENSG00000271216.1	LINC01050
ENSG00000261879.4	AC087500.1
ENSG00000160401.13	CFAP157
ENSG00000228695.8	CES1P1
ENSG00000167749.10	KLK4
ENSG00000101445.8	PPP1R16B
ENSG00000116544.10	DLGAP3
ENSG00000247134.5	AC090204.1
ENSG00000101194.16	SLC17A9
ENSG00000118257.15	NRP2
ENSG00000169554.15	ZEB2
ENSG00000214290.6	COLCA2
ENSG00000258789.1	AL162171.1
ENSG00000170370.11	EMX2
ENSG00000143315.6	PIGM
ENSG00000105204.12	DYRK1B
ENSG00000271754.1	AL355802.3
ENSG00000270093.1	AP000473.8
ENSG00000255508.6	AP002990.1
ENSG00000270021.1	AC026691.1
ENSG00000113595.13	TRIM23
ENSG00000006606.7	CCL26
ENSG00000196659.9	TTC30B
ENSG00000280763.1	AL034395.1
ENSG00000188234.12	AGAP4
ENSG00000183722.7	LHFPL6
ENSG00000130312.5	MRPL34
ENSG00000268912.1	AC012313.5
ENSG00000134802.16	SLC43A3
ENSG00000185522.7	LMNTD2
ENSG00000278030.1	TRBV7-9
ENSG00000198168.7	SVIP
ENSG00000156232.7	WHAMM
ENSG00000200102.1	RNU6-252P
ENSG00000259321.1	AL136295.2
ENSG00000061987.13	MON2
ENSG00000266129.1	SRP68P1
ENSG00000133063.14	CHIT1
ENSG00000181852.16	RNF41
ENSG00000074800.12	ENO1
ENSG00000222038.3	POTEJ
ENSG00000106034.16	CPED1
ENSG00000105479.14	CCDC114
ENSG00000253313.4	C1orf210
ENSG00000115085.12	ZAP70
ENSG00000273765.1	AC024257.4
ENSG00000185947.13	ZNF267
ENSG00000135469.12	COQ10A
ENSG00000250551.1	MIR583HG
ENSG00000279149.1	AL356750.1
ENSG00000100271.15	TTLL1
ENSG00000280187.1	AC022107.1
ENSG00000278408.1	AC108861.1
ENSG00000163534.13	FCRL1
ENSG00000166446.13	CDYL2
ENSG00000182156.8	ENPP7
ENSG00000083845.7	RPS5
ENSG00000067445.19	TRO
ENSG00000050426.14	LETMD1
ENSG00000164896.18	FASTK
ENSG00000197582.5	GPX1P1
ENSG00000214146.2	LINC02026
ENSG00000181617.5	FDCSP
ENSG00000133119.11	RFC3
ENSG00000244515.1	KRT18P34
ENSG00000125505.15	MBOAT7
ENSG00000151612.14	ZNF827
ENSG00000272666.1	KLHDC7B-DT
ENSG00000105509.9	HAS1
ENSG00000213088.8	ACKR1
ENSG00000247679.2	AC139795.2
ENSG00000103274.9	NUBP1
ENSG00000248632.1	AC106872.5
ENSG00000162654.8	GBP4
ENSG00000179772.7	FOXS1
ENSG00000214435.6	AS3MT
ENSG00000172986.11	GXYLT2
ENSG00000132612.15	VPS4A
ENSG00000183044.10	ABAT
ENSG00000236609.3	ZNF853
ENSG00000165716.8	DIPK1B
ENSG00000151746.12	BICD1
ENSG00000254965.1	C1DP5
ENSG00000120519.13	SLC10A7
ENSG00000163430.8	FSTL1
ENSG00000176194.16	CIDEA
ENSG00000261253.2	AC137932.2
ENSG00000198944.5	SOWAHA
ENSG00000228115.1	AL161725.2
ENSG00000100084.13	HIRA
ENSG00000256092.2	SBNO1-AS1
ENSG00000236253.6	SLC25A3P1
ENSG00000225880.5	LINC00115
ENSG00000143384.11	MCL1
ENSG00000105792.18	CFAP69
ENSG00000189298.12	ZKSCAN3
ENSG00000139549.2	DHH
ENSG00000108309.11	RUNDC3A
ENSG00000162755.12	KLHDC9
ENSG00000231331.1	AC103563.3
ENSG00000273199.1	AP000692.2
ENSG00000180616.7	SSTR2
ENSG00000235984.4	GPC5-AS1
ENSG00000091106.17	NLRC4
ENSG00000114993.14	RTKN
ENSG00000218739.8	CEBPZOS
ENSG00000128191.12	DGCR8
ENSG00000180104.14	EXOC3
ENSG00000261502.3	AC040174.1
ENSG00000277333.1	AC026799.1
ENSG00000275591.3	XKR5
ENSG00000272305.4	AC096887.1
ENSG00000156466.9	GDF6
ENSG00000277715.1	AC079174.2
ENSG00000221183.1	AC093897.1
ENSG00000211787.1	TRAV8-3
ENSG00000170801.8	HTRA3
ENSG00000108840.14	HDAC5
ENSG00000230099.2	TRBV5-4
ENSG00000136634.5	IL10
ENSG00000138286.13	FAM149B1
ENSG00000168778.10	TCTN2
ENSG00000274576.2	IGHV2-70
ENSG00000066336.10	SPI1
ENSG00000273216.1	AC002059.1
ENSG00000162521.17	RBBP4
ENSG00000162444.11	RBP7
ENSG00000177427.11	MIEF2
ENSG00000229018.5	PMS2P7
ENSG00000137343.16	ATAT1
ENSG00000228655.5	AC079793.1
ENSG00000128641.16	MYO1B
ENSG00000273269.1	AC073283.3
ENSG00000114450.8	GNB4
ENSG00000115523.15	GNLY
ENSG00000087495.15	PHACTR3
ENSG00000269404.5	SPIB
ENSG00000228439.4	TSTD3
ENSG00000234171.2	RNASEH1-AS1
ENSG00000211660.3	IGLV2-23
ENSG00000266490.1	AC127024.5
ENSG00000106560.9	GIMAP2
ENSG00000215424.8	MCM3AP-AS1
ENSG00000226423.1	AC093642.1
ENSG00000137207.10	YIPF3
ENSG00000255398.2	HCAR3
ENSG00000164604.11	GPR85
ENSG00000175003.11	SLC22A1
ENSG00000272161.1	AL589739.1
ENSG00000214432.8	VPS33B-DT
ENSG00000132330.15	SCLY
ENSG00000254887.1	AC010247.1
ENSG00000230257.1	NFE4
ENSG00000196361.8	ELAVL3
ENSG00000122733.12	PHF24
ENSG00000249500.1	LINC01179
ENSG00000156504.15	FAM122B
ENSG00000224032.5	EPB41L4A-AS1
ENSG00000253701.2	AL928768.3
ENSG00000258701.1	LINC00638
ENSG00000145244.10	CORIN
ENSG00000198223.13	CSF2RA
ENSG00000272462.2	U91328.1
ENSG00000171488.13	LRRC8C
ENSG00000226977.1	HMGN1P24
ENSG00000166482.10	MFAP4
ENSG00000271398.1	AL353622.2
ENSG00000239789.4	MRPS17
ENSG00000256694.1	AC026369.2
ENSG00000124523.13	SIRT5
ENSG00000100292.15	HMOX1
ENSG00000163950.11	SLBP
ENSG00000130701.3	RBBP8NL
ENSG00000044459.13	CNTLN
ENSG00000207486.1	RNU6-1044P
ENSG00000276409.3	CCL14
ENSG00000280758.1	AL356481.3
ENSG00000204362.5	LINC02783
ENSG00000269903.1	AC025165.4
ENSG00000119326.13	CTNNAL1
ENSG00000186020.11	ZNF529
ENSG00000120159.10	CAAP1
ENSG00000205056.8	LINC02397
ENSG00000240382.3	IGKV1-17
ENSG00000129226.12	CD68
ENSG00000174326.10	SLC16A11
ENSG00000129465.14	RIPK3
ENSG00000178913.7	TAF7
ENSG00000250760.1	RP11-440I14.4
ENSG00000269800.1	PLEKHA3P1
ENSG00000277494.1	GPIHBP1
ENSG00000237161.4	AC068446.1
ENSG00000166886.11	NAB2
ENSG00000250107.1	CACNA1G-AS1
ENSG00000179428.2	IL6-AS1
ENSG00000183822.3	NCF4-AS1
ENSG00000073670.12	ADAM11
ENSG00000128915.10	ICE2
ENSG00000160200.16	CBS
ENSG00000265643.1	AC119868.2
ENSG00000134594.4	RAB33A
ENSG00000251257.2	AC010457.1
ENSG00000226554.1	MTCL1P1
ENSG00000254486.1	LINC02547
ENSG00000205639.8	MFSD2B
ENSG00000229391.6	HLA-DRB6
ENSG00000276335.1	MIR205
ENSG00000203661.3	OR2T5
ENSG00000261447.1	AL162412.1
ENSG00000198019.11	FCGR1B
ENSG00000253179.1	CALCP
ENSG00000279491.1	AP003733.3
ENSG00000136378.13	ADAMTS7
ENSG00000108641.13	B9D1
ENSG00000161682.13	FAM171A2
ENSG00000139116.16	KIF21A
ENSG00000178026.11	LRRC75B
ENSG00000259727.1	AC103740.2
ENSG00000270964.1	AC016355.1
ENSG00000226782.2	AC117465.1
ENSG00000278318.3	ZNF229
ENSG00000159261.9	CLDN14
ENSG00000215481.7	BCRP3
ENSG00000120708.15	TGFBI
ENSG00000258572.1	AL133467.1
ENSG00000116748.18	AMPD1
ENSG00000231495.1	AL121885.3
ENSG00000260647.1	AC127537.1
ENSG00000133800.7	LYVE1
ENSG00000274300.1	MIR6864
ENSG00000151365.2	THRSP
ENSG00000237870.5	AC073130.1
ENSG00000132155.10	RAF1
ENSG00000121594.10	CD80
ENSG00000115380.17	EFEMP1
ENSG00000267508.4	ZNF285
ENSG00000174599.5	TRAM1L1
ENSG00000233325.3	MIPEPP3
ENSG00000211956.2	IGHV4-34
ENSG00000249471.6	ZNF324B
ENSG00000181274.6	FRAT2
ENSG00000234425.1	AL138930.1
ENSG00000233922.2	LINC01694
ENSG00000188295.13	ZNF669
ENSG00000095015.5	MAP3K1
ENSG00000234771.3	SLC25A25-AS1
ENSG00000168807.15	SNTB2
ENSG00000132464.10	ENAM
ENSG00000214783.8	POLR2J4
ENSG00000184293.6	CLECL1
ENSG00000122126.14	OCRL
ENSG00000248429.4	FAM198B-AS1
ENSG00000267207.1	AC005884.1
ENSG00000166037.9	CEP57
ENSG00000106479.9	ZNF862
ENSG00000268883.2	PNMA6B
ENSG00000149531.13	FRG1BP
ENSG00000100722.17	ZC3H14
ENSG00000138069.15	RAB1A
ENSG00000211640.3	IGLV6-57
ENSG00000047936.9	ROS1
ENSG00000163738.17	MTHFD2L
ENSG00000171044.9	XKR6
ENSG00000226702.1	MIR217HG
ENSG00000234362.4	LINC01914
ENSG00000164898.11	FMC1
ENSG00000140287.9	HDC
ENSG00000167363.12	FN3K
ENSG00000201532.1	RNA5SP194
ENSG00000225057.2	AC012485.1
ENSG00000273253.2	AL022328.4
ENSG00000170919.14	TPT1-AS1
ENSG00000257543.1	AC063948.1
ENSG00000255559.1	ZNF252P-AS1
ENSG00000167037.17	SGSM1
ENSG00000122778.8	KIAA1549
ENSG00000215039.5	CD27-AS1
ENSG00000119723.14	COQ6
ENSG00000225873.1	C3orf86
ENSG00000225399.4	AC121247.1
ENSG00000127578.6	WFIKKN1
ENSG00000042062.10	RIPOR3
ENSG00000279584.1	AC005593.1
ENSG00000124839.11	RAB17
ENSG00000073578.15	SDHA
ENSG00000171408.12	PDE7B
ENSG00000214280.3	AC046134.1
ENSG00000278291.1	AL161772.1
ENSG00000280789.1	PAGR1
ENSG00000271967.1	AL583856.2
ENSG00000184182.17	UBE2F
ENSG00000129538.12	RNASE1
ENSG00000279555.1	AC091181.1
ENSG00000225102.1	AL157373.1
ENSG00000253719.3	ATXN7L3B
ENSG00000221059.1	RNU6ATAC6P
ENSG00000198736.10	MSRB1
ENSG00000267107.5	PCAT19
ENSG00000160972.8	PPP1R16A
ENSG00000162367.10	TAL1
ENSG00000135077.7	HAVCR2
ENSG00000236481.1	LINC02195
ENSG00000277744.1	AC011462.4
ENSG00000249806.1	AC139720.1
ENSG00000211974.3	IGHV2-70D
ENSG00000273387.1	AC005005.3
ENSG00000254211.4	LINC01485
ENSG00000140678.15	ITGAX
ENSG00000246145.1	RRS1-AS1
ENSG00000230439.2	AL512488.1
ENSG00000224220.1	DTNB-AS1
ENSG00000115677.15	HDLBP
ENSG00000213943.3	KRT18P17
ENSG00000262370.4	AC108134.3
ENSG00000104691.13	UBXN8
ENSG00000100448.3	CTSG
